max_temp,min_temp,rainfall,humidity,temp_range,is_heat_day,is_dry_day,climate_risk,avg_temp_7d,rainfall_7d_sum,dry_spell_len
38.29,22.31,0.0,27.75,15.98,1,1,High,38.104285714285716,0.13000000000000012,77
37.9,23.07,0.0,34.15,14.829999999999998,1,1,High,37.87428571428571,0.13000000000000012,78
38.3,21.67,0.0,38.15,16.629999999999995,1,1,High,37.78000000000001,0.13000000000000012,79
38.77,19.87,0.0,41.69,18.900000000000002,1,1,High,38.262857142857136,0.13000000000000012,80
38.89,21.33,0.0,39.93,17.560000000000002,1,1,High,38.28285714285715,0.13000000000000012,81
38.67,22.17,0.0,40.3,16.5,1,1,High,38.42571428571428,0.0,82
39.99,22.13,0.01,44.66,17.860000000000003,1,1,High,38.68714285714286,0.010000000000000111,83
39.96,25.06,0.35,40.01,14.900000000000002,1,1,High,38.925714285714285,0.3600000000000001,84
41.01,23.66,0.12,40.01,17.349999999999998,1,1,High,39.370000000000005,0.4800000000000001,85
40.08,23.24,0.0,34.55,16.84,1,1,High,39.62428571428571,0.4800000000000001,86
37.55,21.41,0.0,50.44,16.139999999999997,1,1,High,39.449999999999996,0.4800000000000001,87
38.58,20.13,0.0,44.87,18.45,1,1,High,39.40571428571429,0.4800000000000001,88
40.04,20.5,0.0,29.67,19.54,1,1,High,39.60142857142857,0.4800000000000001,89
40.2,19.92,0.0,37.52,20.28,1,1,High,39.631428571428565,0.4700000000000001,90
39.99,19.74,0.0,36.7,20.250000000000004,1,1,High,39.635714285714286,0.1200000000000001,91
39.39,20.38,0.0,29.38,19.01,1,1,High,39.40428571428572,0.0,92
39.17,18.85,0.0,43.99,20.32,1,1,High,39.27428571428572,0.0,93
40.95,18.85,0.0,43.76,22.1,1,1,High,39.76,0.0,94
41.3,20.16,0.0,47.41,21.139999999999997,1,1,High,40.14857142857143,0.0,95
39.68,21.4,0.0,52.16,18.28,1,1,High,40.097142857142856,0.0,96
38.71,21.07,0.0,51.98,17.64,1,1,High,39.88428571428572,0.0,97
38.91,20.2,0.0,50.48,18.709999999999997,1,1,High,39.730000000000004,0.0,98
39.93,19.03,0.0,51.13,20.9,1,1,High,39.80714285714286,0.0,99
39.85,19.31,0.0,49.63,20.540000000000003,1,1,High,39.90428571428571,0.0,100
40.61,21.96,0.0,38.4,18.65,1,1,High,39.855714285714285,0.0,101
39.1,22.31,0.0,43.84,16.790000000000003,1,1,High,39.54142857142857,0.0,102
40.97,22.62,0.01,44.59,18.349999999999998,1,1,High,39.72571428571428,0.010000000000000111,103
38.2,23.17,0.01,47.12,15.030000000000001,1,1,High,39.652857142857144,0.02000000000000011,104
38.61,20.14,0.0,46.76,18.47,1,1,High,39.61,0.02000000000000011,105
40.28,20.5,0.0,47.41,19.78,1,1,High,39.660000000000004,0.02000000000000011,106
40.59,22.56,0.04,42.37,18.030000000000005,1,1,High,39.76571428571429,0.06000000000000011,107
39.3,23.39,0.05,51.07,15.909999999999997,1,1,High,39.57857142857143,0.11000000000000013,108
34.3,22.94,0.01,56.27,11.359999999999996,0,1,High,38.892857142857146,0.12000000000000012,109
38.25,21.47,0.42,55.48,16.78,1,1,High,38.50428571428571,0.5300000000000001,110
38.47,22.73,0.73,53.31,15.739999999999998,1,1,High,38.542857142857144,1.25,111
38.33,21.75,0.01,54.95,16.58,1,1,High,38.50285714285714,1.26,112
39.26,22.21,0.07,53.89,17.049999999999997,1,1,High,38.357142857142854,1.33,113
39.61,22.64,1.13,47.48,16.97,1,0,High,38.21714285714285,2.42,1
38.39,23.36,1.12,52.17,15.030000000000001,1,0,High,38.08714285714286,3.49,2
37.7,22.98,0.01,52.25,14.720000000000002,1,1,High,38.57285714285714,3.4899999999999998,1
38.7,22.04,0.01,54.54,16.660000000000004,1,1,High,38.637142857142855,3.08,2
38.24,21.69,0.0,52.44,16.55,1,1,High,38.604285714285716,2.35,3
36.98,22.35,0.0,49.45,14.629999999999995,1,1,High,38.41142857142857,2.3400000000000003,4
39.27,22.65,0.0,48.8,16.620000000000005,1,1,High,38.41285714285715,2.27,5
36.97,22.82,0.01,57.59,14.149999999999999,1,1,High,38.035714285714285,1.1500000000000001,6
37.36,22.37,0.0,55.93,14.989999999999998,1,1,High,37.88857142857143,0.03,7
39.48,23.12,0.01,54.83,16.359999999999996,1,1,High,38.142857142857146,0.03,8
37.22,24.63,1.89,63.04,12.59,1,0,Medium,37.93142857142857,1.91,1
37.34,24.45,0.77,64.05,12.890000000000004,1,1,High,37.80285714285714,2.6799999999999997,1
33.69,24.45,0.03,68.6,9.239999999999998,0,1,High,37.332857142857144,2.71,2
34.66,23.87,0.03,68.63,10.789999999999996,0,1,High,36.674285714285716,2.7399999999999998,3
35.6,24.37,0.33,66.96,11.23,1,1,High,36.47857142857143,3.06,4
33.35,24.31,7.12,67.55,9.040000000000003,0,0,Medium,35.90571428571428,10.18,1
32.52,23.53,9.6,73.06,8.990000000000002,0,0,Medium,34.91142857142857,19.770000000000003,2
29.43,23.4,5.81,79.99,6.030000000000001,0,0,Low,33.79857142857143,23.69,3
31.82,22.37,5.67,78.34,9.45,0,0,Low,33.01,28.59,4
31.24,23.01,2.73,76.62,8.229999999999997,0,0,Medium,32.660000000000004,31.29,5
30.29,23.56,7.81,78.62,6.73,0,0,Low,32.035714285714285,39.07,6
30.6,23.73,7.88,83.1,6.870000000000001,0,0,Low,31.321428571428573,46.620000000000005,7
27.47,23.15,11.35,88.16,4.32,0,0,Low,30.48142857142857,50.849999999999994,8
27.74,23.24,22.48,86.23,4.5,0,0,Low,29.798571428571428,63.730000000000004,9
30.13,23.29,16.98,83.71,6.84,0,0,Low,29.898571428571426,74.9,10
29.69,23.73,6.67,85.1,5.960000000000001,0,0,Low,29.594285714285714,75.9,11
29.59,23.77,0.9,82.99,5.82,0,1,High,29.358571428571427,74.07,1
31.25,23.64,0.4,79.75,7.609999999999999,0,1,High,29.495714285714286,66.66,2
31.23,23.48,0.43,79.74,7.75,0,1,High,29.58571428571429,59.21,3
30.09,23.38,8.02,81.23,6.710000000000001,0,0,Low,29.96,55.879999999999995,1
30.72,23.46,9.19,78.85,7.259999999999998,0,0,Low,30.385714285714283,42.59,2
29.22,23.01,23.83,82.37,6.209999999999997,0,0,Low,30.255714285714284,49.44,3
29.58,23.0,11.35,84.4,6.579999999999998,0,0,Low,30.240000000000002,54.12,4
30.03,23.26,1.16,84.77,6.77,0,0,Medium,30.302857142857142,54.379999999999995,5
29.87,23.23,2.84,84.05,6.640000000000001,0,0,Medium,30.10571428571429,56.82,6
26.2,23.39,35.92,90.42,2.8099999999999987,0,0,Low,29.387142857142855,92.31,7
28.85,22.32,15.67,85.16,6.530000000000001,0,0,Low,29.21,99.96000000000001,8
27.85,23.27,27.78,87.64,4.580000000000002,0,0,Low,28.800000000000004,118.55000000000001,9
27.01,21.04,38.91,87.51,5.970000000000002,0,0,Low,28.484285714285715,133.63,10
26.71,22.64,33.41,88.27,4.07,0,0,Low,28.074285714285715,155.69,11
26.65,23.09,21.37,90.2,3.5599999999999987,0,0,Low,27.59142857142857,175.9,12
27.55,22.69,5.72,87.66,4.859999999999999,0,0,Low,27.259999999999998,178.78,13
28.6,22.57,12.2,86.25,6.030000000000001,0,0,Low,27.602857142857143,155.06,14
27.12,22.56,10.66,87.87,4.560000000000002,0,0,Low,27.35571428571429,150.04999999999998,15
28.47,21.63,9.03,83.85,6.84,0,0,Low,27.444285714285712,131.29999999999998,16
28.64,21.15,2.62,82.65,7.490000000000002,0,0,Medium,27.677142857142858,95.00999999999999,17
28.45,22.48,11.56,87.36,5.969999999999999,0,0,Low,27.925714285714285,73.16,18
26.89,22.52,31.05,88.59,4.370000000000001,0,0,Low,27.96,82.84,19
26.21,22.79,42.7,91.13,3.4200000000000017,0,0,Low,27.768571428571427,119.82,20
25.97,22.7,46.66,92.57,3.2699999999999996,0,0,Low,27.392857142857142,154.28,21
26.71,22.67,20.5,90.46,4.039999999999999,0,0,Low,27.334285714285716,164.12,22
25.71,22.06,48.78,93.0,3.650000000000002,0,0,Low,26.94,203.87,23
26.48,21.98,30.71,90.68,4.5,0,0,Low,26.631428571428568,231.96,24
24.96,22.23,46.1,93.26,2.7300000000000004,0,0,Low,26.132857142857144,266.5,25
26.02,21.48,40.36,92.01,4.539999999999999,0,0,Low,26.00857142857143,275.81,26
26.35,21.38,13.89,90.32,4.970000000000002,0,0,Low,26.028571428571432,247.0,27
25.23,22.79,21.7,93.5,2.4400000000000013,0,0,Low,25.922857142857143,222.04000000000002,28
26.34,22.16,25.12,91.53,4.18,0,0,Low,25.87,226.66000000000003,29
26.73,22.0,28.08,91.02,4.73,0,0,Low,26.01571428571429,205.96,30
24.75,22.22,51.83,95.2,2.530000000000001,0,0,Low,25.768571428571427,227.07999999999998,31
24.73,22.6,74.82,95.57,2.129999999999999,0,0,Low,25.735714285714288,255.8,32
25.49,22.41,38.68,93.02,3.0799999999999983,0,0,Low,25.66,254.11999999999998,33
26.25,21.97,16.73,91.91,4.280000000000001,0,0,Low,25.645714285714284,256.96,34
26.22,21.73,16.09,91.33,4.489999999999998,0,0,Low,25.787142857142857,251.34999999999997,35
24.39,21.95,19.83,94.36,2.4400000000000013,0,0,Low,25.50857142857143,246.05999999999997,36
25.39,21.76,13.33,92.32,3.629999999999999,0,0,Low,25.31714285714285,231.31,37
25.24,21.45,11.65,92.52,3.789999999999999,0,0,Low,25.387142857142855,191.13,38
25.38,21.31,9.62,91.48,4.07,0,0,Low,25.479999999999997,125.92999999999999,39
25.93,21.48,5.69,91.48,4.449999999999999,0,0,Low,25.542857142857144,92.94000000000001,40
25.66,21.5,5.61,91.33,4.16,0,0,Low,25.458571428571428,81.82000000000001,41
26.11,21.78,5.19,91.3,4.329999999999998,0,0,Low,25.442857142857147,70.92,42
26.28,21.42,3.78,90.63,4.859999999999999,0,0,Medium,25.712857142857143,54.87,43
26.9,21.52,1.19,90.22,5.379999999999999,0,0,Medium,25.928571428571427,42.730000000000004,44
26.71,21.69,0.31,90.13,5.02,0,1,High,26.138571428571428,31.39,1
27.18,21.48,1.23,89.19,5.699999999999999,0,0,Medium,26.395714285714288,23.000000000000004,1
27.27,21.27,2.12,89.3,6.0,0,0,Medium,26.587142857142858,19.43,2
24.99,21.71,5.5,91.7,3.2799999999999976,0,0,Low,26.49142857142857,19.32,3
27.08,21.41,4.38,89.62,5.669999999999998,0,0,Medium,26.63,18.509999999999998,4
26.13,21.5,9.01,90.38,4.629999999999999,0,0,Low,26.608571428571427,23.740000000000002,5
25.12,21.3,12.38,91.42,3.8200000000000003,0,0,Low,26.354285714285716,34.93000000000001,6
26.52,21.23,3.03,89.27,5.289999999999999,0,0,Medium,26.327142857142857,37.65,7
26.0,20.98,3.27,89.55,5.02,0,0,Medium,26.158571428571427,39.690000000000005,8
26.34,21.1,5.08,89.26,5.239999999999998,0,0,Low,26.025714285714283,42.65,9
25.12,21.48,5.6,91.97,3.6400000000000006,0,0,Low,26.044285714285714,42.75,10
26.88,21.5,5.48,89.76,5.379999999999999,0,0,Low,26.015714285714285,43.85,11
26.92,21.35,7.82,89.23,5.57,0,0,Low,26.12857142857143,42.660000000000004,12
26.89,21.54,15.18,89.84,5.350000000000001,0,0,Low,26.381428571428568,45.46000000000001,13
25.27,21.42,18.63,90.9,3.849999999999998,0,0,Low,26.202857142857145,61.06,14
24.43,21.45,24.22,92.09,2.9800000000000004,0,0,Low,25.97857142857143,82.00999999999999,15
27.07,21.75,11.48,90.72,5.32,0,0,Low,26.082857142857144,88.41,16
24.39,21.79,14.91,93.75,2.6000000000000014,0,0,Low,25.978571428571428,97.72,17
25.23,21.39,25.95,93.16,3.84,0,0,Low,25.742857142857144,118.19,18
25.11,21.23,17.17,92.85,3.879999999999999,0,0,Low,25.48428571428571,127.53999999999999,19
26.04,21.02,11.74,91.15,5.02,0,0,Low,25.36285714285714,124.10000000000001,20
26.16,21.26,20.31,91.11,4.899999999999999,0,0,Low,25.490000000000002,125.78,21
25.38,21.14,27.9,92.74,4.239999999999998,0,0,Low,25.625714285714285,129.46,22
23.89,21.36,35.83,95.24,2.530000000000001,0,0,Low,25.17142857142857,153.81,23
26.0,21.26,28.81,92.45,4.739999999999998,0,0,Low,25.40142857142857,167.71,24
26.28,21.13,13.16,91.65,5.150000000000002,0,0,Low,25.55142857142857,154.92,25
26.3,20.89,11.0,91.09,5.41,0,0,Low,25.72142857142857,148.75,26
25.6,21.01,13.03,91.73,4.59,0,0,Low,25.65857142857143,150.04,27
25.48,20.96,17.5,91.67,4.52,0,0,Low,25.561428571428568,147.23000000000002,28
25.62,21.29,14.12,91.82,4.330000000000002,0,0,Low,25.595714285714283,133.45000000000002,29
25.86,21.01,6.94,91.66,4.849999999999998,0,0,Low,25.87714285714286,104.56,30
26.48,20.65,3.41,91.25,5.830000000000002,0,0,Medium,25.945714285714285,79.16000000000001,31
26.34,20.1,3.21,90.95,6.239999999999998,0,0,Medium,25.954285714285714,69.21000000000001,32
26.09,20.05,4.47,91.06,6.039999999999999,0,0,Medium,25.924285714285713,62.68000000000001,33
26.44,20.42,8.04,90.42,6.02,0,0,Low,26.044285714285714,57.690000000000005,34
26.0,20.71,13.76,90.73,5.289999999999999,0,0,Low,26.118571428571432,53.95,35
26.22,20.28,9.04,90.17,5.939999999999998,0,0,Low,26.204285714285714,48.870000000000005,36
26.24,19.8,3.16,90.18,6.439999999999998,0,0,Medium,26.25857142857143,45.09,37
26.36,19.99,1.91,89.63,6.370000000000001,0,0,Medium,26.24142857142857,43.59,38
26.09,19.87,1.13,89.67,6.219999999999999,0,0,Medium,26.205714285714286,41.510000000000005,39
25.92,19.67,2.5,89.23,6.25,0,0,Medium,26.18142857142857,39.540000000000006,40
24.97,18.86,1.58,89.4,6.109999999999999,0,0,Medium,25.97142857142857,33.080000000000005,41
26.22,17.93,0.97,88.42,8.29,0,1,High,26.002857142857142,20.29000000000001,1
27.54,18.56,0.16,85.07,8.98,0,1,High,26.19142857142857,11.410000000000007,2
28.47,18.9,0.03,83.23,9.57,0,1,High,26.509999999999998,8.280000000000006,3
26.94,18.85,0.38,86.89,8.09,0,1,High,26.592857142857145,6.750000000000007,4
26.72,17.97,0.86,88.63,8.75,0,1,High,26.68285714285714,6.4800000000000075,5
27.6,18.61,1.87,88.03,8.990000000000002,0,0,Medium,26.922857142857143,5.850000000000007,1
28.05,19.93,4.45,87.3,8.120000000000001,0,0,Medium,27.362857142857145,8.720000000000008,2
28.04,20.19,2.5,87.73,7.849999999999998,0,0,Medium,27.62285714285714,10.250000000000007,3
27.38,19.35,1.32,86.55,8.029999999999998,0,0,Medium,27.599999999999998,11.410000000000007,4
27.83,18.85,1.36,85.47,8.979999999999997,0,0,Medium,27.50857142857143,12.740000000000009,5
26.78,20.55,2.54,88.12,6.23,0,0,Medium,27.485714285714288,14.900000000000007,6
28.84,20.41,4.93,87.22,8.43,0,0,Medium,27.788571428571426,18.970000000000006,7
28.95,21.06,3.43,86.64,7.890000000000001,0,0,Medium,27.981428571428573,20.53000000000001,8
26.73,20.75,0.31,88.96,5.98,0,1,High,27.79285714285714,16.390000000000008,1
28.21,20.29,0.23,86.4,7.920000000000002,0,1,High,27.81714285714286,14.120000000000008,2
28.53,20.16,0.09,85.85,8.370000000000001,0,1,High,27.981428571428573,12.890000000000008,3
29.45,19.98,0.16,85.64,9.469999999999999,0,1,High,28.21285714285714,11.690000000000008,4
29.57,20.46,1.94,84.83,9.11,0,0,Medium,28.611428571428572,11.090000000000007,1
28.54,20.53,5.19,83.07,8.009999999999998,0,0,Low,28.568571428571428,11.350000000000009,2
29.35,19.83,8.36,80.19,9.520000000000003,0,0,Low,28.625714285714285,16.28000000000001,3
30.42,20.66,1.03,77.99,9.760000000000002,0,0,Medium,29.152857142857147,17.000000000000007,4
30.85,20.2,0.45,76.51,10.650000000000002,0,1,High,29.53,17.220000000000006,1
31.29,19.87,6.26,76.54,11.419999999999998,0,0,Low,29.924285714285713,23.390000000000008,1
30.15,20.18,2.34,79.43,9.969999999999999,0,0,Medium,30.024285714285718,25.570000000000007,2
28.85,21.6,2.98,82.92,7.25,0,0,Medium,29.92142857142857,26.61000000000001,3
27.68,21.44,2.66,82.94,6.239999999999998,0,0,Medium,29.798571428571428,24.08000000000001,4
28.85,21.15,0.26,78.25,7.700000000000003,0,1,High,29.72714285714286,15.98000000000001,1
29.87,19.88,0.0,72.7,9.990000000000002,0,1,High,29.648571428571426,14.95000000000001,2
31.05,20.1,0.0,68.84,10.95,0,1,High,29.677142857142858,14.500000000000009,3
30.52,20.45,0.09,73.06,10.07,0,1,High,29.56714285714286,8.330000000000009,4
30.33,18.42,0.0,71.55,11.909999999999997,0,1,High,29.592857142857145,5.990000000000009,5
30.47,19.11,0.0,71.13,11.36,0,1,High,29.824285714285715,3.010000000000009,6
30.67,17.83,0.0,73.51,12.840000000000003,0,1,High,30.25142857142857,0.35000000000000886,7
30.85,19.41,0.01,72.31,11.440000000000001,0,1,High,30.537142857142857,0.10000000000000887,8
30.65,17.94,0.0,66.06,12.709999999999997,0,1,High,30.648571428571426,0.10000000000000887,9
30.62,16.84,0.0,64.89,13.780000000000001,0,1,High,30.587142857142855,0.10000000000000887,10
30.55,17.71,0.0,65.49,12.84,0,1,High,30.591428571428573,0.010000000000008882,11
30.72,17.67,0.08,71.39,13.049999999999997,0,1,High,30.647142857142857,0.09000000000000888,12
28.87,20.9,0.55,77.4,7.970000000000002,0,1,High,30.41857142857143,0.6400000000000089,13
27.63,20.31,5.24,83.13,7.32,0,0,Low,29.984285714285715,5.880000000000009,1
28.37,20.02,2.88,75.88,8.350000000000001,0,0,Medium,29.630000000000003,8.750000000000009,2
30.24,18.77,0.01,71.56,11.469999999999999,0,1,High,29.571428571428573,8.760000000000009,1
30.29,17.99,0.0,69.81,12.3,0,1,High,29.524285714285718,8.760000000000009,2
30.77,18.11,0.01,68.4,12.66,0,1,High,29.555714285714284,8.770000000000008,3
30.71,17.3,0.02,57.88,13.41,0,1,High,29.554285714285715,8.710000000000008,4
31.04,16.16,0.01,58.3,14.879999999999999,0,1,High,29.86428571428571,8.170000000000009,5
28.2,20.17,0.34,72.73,8.029999999999998,0,1,High,29.945714285714285,3.270000000000009,6
30.09,19.55,0.06,64.94,10.54,0,1,High,30.191428571428567,0.4500000000000089,7
30.3,16.5,0.0,59.5,13.8,0,1,High,30.2,0.4400000000000089,8
30.08,15.93,0.0,57.88,14.149999999999999,0,1,High,30.169999999999998,0.4400000000000089,9
29.24,14.82,0.0,57.17,14.419999999999998,0,1,High,29.951428571428572,0.4300000000000089,10
28.52,13.96,0.0,56.55,14.559999999999999,0,1,High,29.638571428571428,0.4100000000000089,11
29.7,14.68,0.0,59.81,15.02,0,1,High,29.447142857142858,0.4000000000000089,12
28.98,14.12,0.0,58.43,14.860000000000001,0,1,High,29.558571428571433,0.06000000000000888,13
29.74,15.34,0.0,65.79,14.399999999999999,0,1,High,29.50857142857143,0.0,14
29.99,19.59,0.23,74.36,10.399999999999999,0,1,High,29.464285714285715,0.2300000000000089,15
29.29,20.15,3.51,80.72,9.14,0,0,Medium,29.351428571428574,3.7400000000000087,1
25.74,21.38,9.25,87.82,4.359999999999999,0,0,Low,28.851428571428574,12.990000000000009,2
29.64,19.63,0.43,74.49,10.010000000000002,0,1,High,29.01142857142857,13.420000000000009,1
